ranking_id,edition_year,edition_id,firm_ref,practice_area_id,ranking_tier,tier_rank,ranking_type,post_status,publication_status,listing_type,commentary,modified_ts
R0064,2024,ED2024DE,F0812,PA0010,5,,firm recommended,Publish,Active,,Highly regarded team,2024-12-16 08:58:58
R0286,2024,ED2024FR,F0952,PA0823,3,,firm recommended,Draft,Active,,,2024-08-01 01:09:01
V0537,2025,ED2025ES,F0255,PA0810,,2,firm recommended,publish,Active,standard,,2024-09-28 05:36:20
R0004,2025,ED2025IE,F0886,PA0838,3,,firm recommended,Publish,Active,,,2024-10-11 07:50:58
R0480,2025,ED2025BE,F0206,PA0131,3,,firm recommended,Publish,Active,,Highly regarded team,2024-08-22 05:34:46
R0200,2024,ED2024US,F0992,PA0295,1,,firm recommended,Pending,Active,,,2024-10-17 12:29:54
R0193,2024,ED2024UK,F0453,PA0782,2,,firm recommended,Draft,Active,,Highly regarded team,2024-09-03 19:12:43
R0417,2025,ED2025JP,F0782,PA0532,2,,firm recommended,Publish,Archive,,,2024-12-03 17:18:03
R0332,2025,ED2025CA,F0433,PA0411,0,,firm to watch,Pending,Researching,,,2024-12-19 02:52:17
V0699,2025,ED2025HK,F0021,PA0065,,3,firm to watch,publish,Active,premium,Noted for complex transactions,2024-09-24 22:00:20
R0410,2024,ED2024FR,F0225,PA0528,1,,firm to watch,Publish,Researching,,Highly regarded team,2024-12-07 00:08:27
R0441,2025,ED2025UAE,F0931,PA0519,3,,firm recommended,Pending,Researching,,,2024-10-17 06:40:49
V0592,2024,ED2024HK,F0491,PA0630,,5,firm recommended,draft,Researching,,,2024-12-04 10:46:08
R0136,2024,ED2024HK,F0588,PA0662,2,,firm recommended,Draft,Active,,,2025-01-05 22:41:34
V0775,2025,ED2025US,F0541,PA0058,,3,firm recommended,publish,Researching,sponsored,Leading practice in its field,2024-12-01 07:22:11
R0474,2025,ED2025DE,F0847,PA0234,2,,firm to watch,Publish,Active,,Noted for complex transactions,2024-08-31 06:40:54
R0456,2025,ED2025JP,F0747,PA0123,2,,firm recommended,Pending,Archive,,Highly regarded team,2024-11-20 11:02:50
R0228,2025,ED2025NL,F0637,PA0032,1,,firm recommended,Publish,Active,,,2024-11-23 19:19:10
V0940,2024,ED2024BE,F0607,PA0461,,1,firm recommended,pending,Archive,standard,Noted for complex transactions,2024-08-30 07:28:05
V0824,2025,ED2025UK,F0349,PA0493,,1,firm recommended,publish,Researching,,Leading practice in its field,2024-11-16 21:01:56
V0973,2024,ED2024US,F0924,PA0790,,3,firm recommended,publish,Active,sponsored,Noted for complex transactions,2024-10-04 12:35:03
V0890,2025,ED2025DE,F0744,PA0771,,2,firm to watch,Draft,Active,,Noted for complex transactions,2024-12-08 01:10:59
V0709,2025,ED2025SE,F0001,PA0438,,3,firm to watch,publish,Active,,,2024-11-17 00:29:04
R0026,2025,ED2025HK,F0720,PA0548,4,,firm recommended,Draft,Archive,,Noted for complex transactions,2024-11-26 22:33:57
V0693,2025,ED2025FR,F0362,PA0193,,4,firm to watch,publish,Active,premium,,2024-11-04 03:09:41
V0664,2025,ED2025BE,F0245,PA0407,,0,firm recommended,draft,Active,standard,Noted for complex transactions,2025-01-03 19:24:50
R0168,2025,ED2025UK,F0042,PA0223,2,,firm recommended,Draft,Active,,Leading practice in its field,2024-11-03 19:57:09
V0659,2025,ED2025IE,F0346,PA0003,,1,firm recommended,publish,Researching,premium,Noted for complex transactions,2024-09-10 23:37:08
R0199,2024,ED2024NL,F0053,PA0616,3,,firm recommended,Draft,Active,,Leading practice in its field,2025-01-08 19:27:06
V0510,2025,ED2025SG,F0136,PA0355,,3,firm recommended,publish,Archive,,,2024-09-24 16:32:34
V0809,2024,ED2024US,F0882,PA0517,,1,firm recommended,publish,Researching,sponsored,Noted for complex transactions,2024-10-11 00:46:16
R0050,2024,ED2024NL,F0933,PA0447,1,,firm recommended,Pending,Active,,,2024-09-02 09:58:26
V0511,2025,ED2025IE,F0883,PA0522,,5,firm recommended,draft,Active,premium,,2025-01-04 13:17:18
V0957,2024,ED2024BE,F0780,PA0586,,2,firm recommended,publish,Active,standard,Leading practice in its field,2024-12-31 05:32:31
V0919,2025,ED2025AU,F0138,PA0783,,2,firm recommended,publish,Active,standard,,2024-08-21 06:04:24
V0697,2025,ED2025FR,F0927,PA0137,,0,firm recommended,publish,Archive,,Noted for complex transactions,2024-10-14 16:16:49
V0884,2024,ED2024BE,F0241,PA0379,,3,firm recommended,draft,Active,,Highly regarded team,2024-08-29 11:13:58
R0266,2025,ED2025JP,F0135,PA0838,4,,firm recommended,Publish,Active,,Highly regarded team,2024-08-15 20:38:31
V0915,2024,ED2024FR,F0801,PA0519,,4,firm recommended,draft,Active,premium,Highly regarded team,2024-09-17 02:12:33
V0518,2024,ED2024IE,F0167,PA0405,,3,firm recommended,publish,Active,,Leading practice in its field,2024-11-07 09:10:51
R0444,2025,ED2025FR,F0846,PA0042,2,,firm recommended,Draft,Active,,,2024-08-06 02:50:33
R0181,2024,ED2024FR,F0486,PA0026,4,,firm recommended,Draft,Active,,,2024-08-24 15:40:56
R0287,2025,ED2025DE,F0436,PA0681,2,,firm recommended,Pending,Active,,Highly regarded team,2024-09-16 18:04:58
V0771,2024,ED2024IE,F0827,PA0542,,2,firm recommended,draft,Researching,standard,Highly regarded team,2024-09-18 22:04:53
R0372,2025,ED2025AU,F0647,PA0181,2,,firm recommended,Draft,Active,,Noted for complex transactions,2024-12-04 07:13:15
R0215,2025,ED2025SG,F0020,PA0392,2,,firm recommended,Publish,Researching,,Noted for complex transactions,2024-10-13 15:47:30
R0161,2025,ED2025NL,F0753,PA0360,5,,firm recommended,Draft,Active,,Leading practice in its field,2024-09-19 05:34:02
R0326,2025,ED2025SE,F0203,PA0528,4,,firm recommended,Publish,Active,,,2024-10-24 10:43:30
V0934,2025,ED2025NL,F0527,PA0069,,4,firm recommended,publish,Archive,premium,Leading practice in its field,2024-09-24 03:33:16
V0571,2025,ED2025FR,F0311,PA0846,,TIER_4,firm recommended,publish,Active,premium,,2024-08-05 13:32:38
R0095,2025,ED2025BE,F0411,PA0419,4,,firm to watch,Draft,Active,,Noted for complex transactions,2024-10-25 14:24:21
V0811,2024,ED2024UK,F0314,PA0644,,3,firm to watch,publish,Active,standard,Highly regarded team,2025-01-09 15:15:06
V0563,2024,ED2024ES,F0329,PA0753,,3,firm recommended,publish,Active,,Leading practice in its field,2024-10-12 06:09:28
V0748,2024,ED2024JP,F0402,PA0377,,3,firm recommended,publish,Active,standard,,2024-08-15 19:21:35
R0378,2025,ED2025FR,F0484,PA0855,2,,firm recommended,Draft,Researching,,Leading practice in its field,2024-12-20 02:42:44
R0082,2025,ED2025ES,F9769,PA0233,2,,firm recommended,Draft,Archive,,,2024-11-10 06:22:15
R0124,2024,ED2024SG,F0503,PA0815,0,,firm recommended,Pending,Active,,Leading practice in its field,2024-09-10 20:03:00
R0146,2025,ED2025IE,F0232,PA0095,2,,firm recommended,Pending,Researching,,,2024-10-08 13:08:39
V0991,2025,ED2025ES,F0355,PA0779,,4,firm to watch,Publish,Active,sponsored,,2024-08-29 10:46:35
R0365,2024,ED2024CA,F0409,PA0642,1,,firm recommended,Pending,Archive,,Noted for complex transactions,2024-09-22 17:09:30
V0544,2025,ED2025JP,F0712,PA0159,,3,firm recommended,publish,Researching,premium,Leading practice in its field,2024-10-27 02:09:10
V0508,2024,ED2024JP,F0341,PA0565,,1,firm to watch,publish,Active,standard,,2024-12-21 15:40:35
R0125,2025,ED2025JP,F0828,PA0165,1,,firm recommended,Pending,Researching,,,2024-12-07 02:16:05
V0749,2025,ED2025BE,F0112,PA0553,,2,firm recommended,draft,Active,,Highly regarded team,2024-10-06 14:15:51
V0703,2024,ED2024CA,F0879,PA0345,,2,firm recommended,publish,Archive,sponsored,,2024-11-04 18:14:53
V0662,2025,ED2025NL,F0952,PA0475,,5,firm recommended,draft,Active,premium,Leading practice in its field,2024-10-01 04:50:35
V0950,2024,ED2024AU,F0726,PA0093,,3,firm to watch,publish,Active,premium,Leading practice in its field,2024-09-24 19:06:45
R0031,2024,ED2024US,F0359,PA0740,1,,firm recommended,Draft,Active,,Noted for complex transactions,2024-10-23 15:41:28
R0019,2025,ED2025HK,F0565,PA0278,3,,firm to watch,Draft,Active,,Noted for complex transactions,2024-10-01 17:58:14
V0698,2024,ED2024JP,F0113,PA0275,,3,firm recommended,Publish,Active,standard,Leading practice in its field,2024-09-22 18:44:10
R0107,2024,ED2024HK,F0462,PA0853,4,,firm recommended,Publish,Researching,,,2024-08-08 02:02:13
R0232,2025,ED2025NL,F0276,PA0200,4,,firm recommended,Publish,Researching,,Leading practice in its field,2024-10-03 19:46:50
R0469,2025,ED2025NL,F0790,PA0701,3,,firm recommended,Publish,Active,,Noted for complex transactions,2024-09-06 12:30:40
V0931,2024,ED2024JP,F0821,PA0868,,1,firm recommended,publish,Active,premium,,2025-01-08 12:42:30
V0925,2024,ED2024BE,F0378,PA0272,,5,firm recommended,publish,Researching,premium,,2024-08-24 23:06:47
R0423,2025,ED2025NL,F0140,PA0739,5,,firm recommended,Pending,Researching,,,2024-12-16 13:06:30
V0581,2024,ED2024IE,F0792,PA0386,,TIER_5,firm recommended,publish,Active,sponsored,Highly regarded team,2024-12-11 15:09:54
R0464,2025,ED2025UAE,F9814,PA0466,5,,firm recommended,Draft,Archive,,Noted for complex transactions,2024-12-31 05:59:48
R0058,2025,ED2025DE,F0995,PA0017,3,,firm to watch,Pending,Researching,,Leading practice in its field,2024-12-19 07:34:13
V0736,2024,ED2024NL,F0842,PA0400,,2,firm to watch,publish,Researching,,Leading practice in its field,2024-08-31 10:08:40
R0219,2025,ED2025IE,F0167,PA0391,2,,firm to watch,Publish,Active,,Leading practice in its field,2024-08-26 14:34:16
R0317,2024,ED2024SG,F0326,PA0782,5,,firm recommended,Pending,Researching,,Highly regarded team,2024-09-24 23:46:56
R0325,2024,ED2024CA,F0805,PA0184,5,,firm recommended,Publish,Active,,Leading practice in its field,2024-12-10 00:25:04
R0309,2025,ED2025DE,F0487,PA0343,2,,firm to watch,Draft,Active,,Noted for complex transactions,2024-10-09 12:25:19
R0120,2024,ED2024DE,F9622,PA0725,3,,firm to watch,Pending,Researching,,Highly regarded team,2024-08-05 21:51:33
R0426,2024,ED2024US,F0211,PA0455,1,,firm recommended,Pending,Active,,Leading practice in its field,2024-08-03 02:11:14
R0162,2025,ED2025AU,F0913,PA0531,4,,firm to watch,Draft,Researching,,,2024-08-22 21:30:16
R0254,2024,ED2024SG,F0654,PA0358,3,,firm recommended,Publish,Researching,,Highly regarded team,2024-09-28 06:34:12
R0201,2025,ED2025UAE,F0960,PA0270,3,,firm recommended,Publish,Active,,,2024-09-20 15:47:38
V0598,2024,ED2024SG,F0787,PA0628,,5,firm recommended,publish,Active,sponsored,Noted for complex transactions,2024-09-06 21:18:21
V0558,2025,ED2025AU,F0024,PA0720,,3,firm recommended,publish,Researching,premium,,2024-09-11 20:11:20
V0667,2025,ED2025UK,F0082,PA0337,,3,firm to watch,publish,Researching,standard,Leading practice in its field,2024-08-20 07:31:00
R0272,2024,ED2024US,F0213,PA0502,3,,firm recommended,Draft,Active,,Noted for complex transactions,2024-11-28 17:02:40
V0684,2024,ED2024DE,F0097,PA0603,,0,firm to watch,draft,Active,standard,,2024-10-31 02:44:17
R0054,2024,ED2024AU,F0304,PA0726,2,,firm recommended,Pending,Active,,,2024-08-09 20:34:10
V0836,2025,ED2025JP,F0242,PA0567,,3,firm recommended,publish,Researching,premium,,2024-10-03 03:05:15
R0126,2025,ED2025US,F0356,PA0496,5,,firm recommended,Pending,Researching,,,2024-08-31 18:08:34
V0985,2025,ED2025US,F0114,PA0346,,1,firm recommended,pending,Researching,premium,Noted for complex transactions,2024-10-07 09:15:05
R0186,2025,ED2025UAE,F0035,PA0661,3,,firm recommended,Draft,Archive,,Highly regarded team,2024-08-09 06:40:42
V0961,2025,ED2025US,F0698,PA0301,,2,firm to watch,publish,Active,standard,,2024-10-01 22:27:48
R0122,2025,ED2025IE,F0676,PA0053,2,,firm to watch,Pending,Researching,,,2024-12-02 23:05:49
V0603,2025,ED2025SG,F0610,PA0111,,2,firm recommended,publish,Active,standard,,2024-08-28 03:10:36
V0522,2025,ED2025CA,F0380,PA0512,,2,firm recommended,publish,Active,premium,Leading practice in its field,2024-09-14 08:04:38
V0848,2024,ED2024US,F0149,PA0408,,1,firm recommended,publish,Active,premium,Highly regarded team,2024-08-23 10:32:48
R0377,2024,ED2024IE,F0873,PA0162,3,,firm recommended,Pending,Researching,,Leading practice in its field,2024-12-05 21:29:13
V0808,2025,ED2025DE,F0399,PA0172,,5,firm recommended,Draft,Active,premium,Leading practice in its field,2024-12-13 21:03:35
R0140,2024,ED2024SG,F0570,PA0794,2,,firm recommended,Pending,Archive,,Highly regarded team,2024-09-27 22:50:56
R0283,2025,ED2025CA,F0957,PA0261,3,,firm recommended,Pending,Active,,,2024-08-16 01:03:53
V0955,2025,ED2025DE,F0465,PA0865,,1,firm recommended,publish,Active,,,2024-08-05 12:55:44
R0014,2024,ED2024JP,F0410,PA0468,1,,firm recommended,Publish,Active,,,2024-12-13 20:40:34
V0858,2024,ED2024BE,F0266,PA0077,,5,firm recommended,pending,Archive,standard,Highly regarded team,2024-08-28 08:23:20
R0116,2025,ED2025SE,F0034,PA0016,0,,firm recommended,Publish,Archive,,Highly regarded team,2024-10-05 01:37:56
R0187,2025,ED2025SE,F0284,PA0010,5,,firm recommended,Pending,Active,,Noted for complex transactions,2024-10-07 17:41:04
R0458,2025,ED2025SE,F0512,PA0093,1,,firm recommended,Pending,Researching,,Leading practice in its field,2024-10-08 04:42:49
V0995,2025,ED2025UAE,F0883,PA0231,,0,firm recommended,draft,Researching,,Leading practice in its field,2024-10-13 04:50:23
R0407,2024,ED2024HK,F0162,PA0103,0,,firm to watch,Publish,Active,,Highly regarded team,2024-10-21 12:47:45
R0391,2025,ED2025UAE,F0625,PA0666,5,,firm recommended,Draft,Active,,,2025-01-06 19:01:05
V0590,2024,ED2024DE,F0642,PA0772,,2,firm recommended,Draft,Active,premium,Highly regarded team,2025-01-08 18:38:46
R0381,2025,ED2025IE,F0334,PA0572,3,,firm recommended,Pending,Active,,Leading practice in its field,2024-11-28 22:01:07
V0827,2024,ED2024CA,F0942,PA0378,,2,firm to watch,publish,Researching,standard,Noted for complex transactions,2024-11-11 12:32:04
R0331,2025,ED2025UAE,F0042,PA0079,2,,firm recommended,Pending,Archive,,,2024-10-14 03:50:36
R0147,2024,ED2024JP,F9820,PA0080,1,,firm recommended,Pending,Active,,Highly regarded team,2024-08-03 13:10:53
V0611,2025,ED2025SG,F0330,PA0022,,3,firm recommended,publish,Active,,,2024-11-26 18:44:46
R0409,2025,ED2025DE,F0673,PA0553,2,,firm recommended,Draft,Researching,,Noted for complex transactions,2024-11-01 18:39:43
V0779,2024,ED2024ES,,PA0504,,3,firm to watch,pending,Active,,Noted for complex transactions,2024-08-10 06:16:31
R0190,2025,ED2025UAE,F0133,PA0715,2,,firm to watch,Pending,Researching,,,2024-11-22 11:56:09
R0350,2024,ED2024CA,F0301,PA0067,5,,firm recommended,Publish,Researching,,Highly regarded team,2024-10-29 03:59:38
R0090,2024,ED2024IE,F0987,PA0514,3,,firm recommended,Publish,Active,,Leading practice in its field,2024-10-26 21:24:32
V0521,2024,ED2024UK,F0327,PA0603,,4,firm to watch,publish,Researching,standard,Highly regarded team,2024-11-19 12:40:10
V0568,2024,ED2024HK,F0701,PA0727,,4,firm recommended,draft,Active,sponsored,Highly regarded team,2024-12-21 04:41:24
V0634,2024,ED2024IE,F0096,PA0632,,TIER_2,firm recommended,publish,Archive,standard,,2024-08-09 13:07:02
R0341,2024,ED2024UAE,F0640,PA0361,3,,firm recommended,Draft,Active,,Highly regarded team,2024-12-24 21:43:25
V0587,2024,ED2024UK,F0116,PA0538,,3,firm recommended,draft,Active,standard,,2024-09-28 21:41:10
V0996,2024,ED2024CA,F0224,PA0165,,3,firm to watch,publish,Active,standard,Leading practice in its field,2024-11-04 18:37:10
V0715,2024,ED2024JP,F0977,PA0460,,2,firm recommended,publish,Researching,,,2024-09-24 05:03:05
V0549,2025,ED2025CA,F0164,PA0855,,1,firm recommended,publish,Active,sponsored,,2024-09-08 00:21:56
R0023,2024,ED2024AU,F0971,PA0313,2,,firm recommended,Publish,Active,,,2024-12-02 05:48:27
V0883,2024,ED2024US,F0421,PA0057,,4,firm recommended,draft,Researching,standard,,2024-12-01 11:51:21
R0293,2025,ED2025JP,F0408,PA0045,5,,firm recommended,Publish,Archive,,,2024-11-30 09:58:16
V0967,2024,ED2024ES,F0094,PA0119,,3,firm to watch,draft,Active,premium,,2024-10-30 01:33:59
R0182,2024,ED2024BE,F0862,PA0869,3,,firm to watch,Pending,Active,,,2024-12-06 19:14:41
V0896,2024,ED2024AU,F0001,PA0515,,5,firm to watch,publish,Active,premium,Noted for complex transactions,2024-09-21 15:16:07
R0130,2024,ED2024SG,F0598,PA0813,4,,firm recommended,Draft,Active,,Highly regarded team,2024-12-19 05:02:42
R0288,2025,ED2025HK,F0364,PA0320,4,,firm recommended,Publish,Archive,,Leading practice in its field,2024-11-26 13:16:47
R0214,2024,ED2024US,F0511,PA0857,1,,firm recommended,Publish,Active,,Noted for complex transactions,2024-09-28 08:01:31
V0980,2025,ED2025UK,F0924,PA0785,,2,firm recommended,publish,Archive,sponsored,,2024-12-20 22:56:07
R0066,2024,ED2024US,F0845,PA0046,1,,firm recommended,Publish,Archive,,,2024-08-28 12:59:56
V0827,2024,ED2024CA,F0942,PA0378,,2,firm to watch,publish,Researching,standard,Noted for complex transactions,2024-11-11 02:32:04
R0392,2025,ED2025JP,F0075,PA0187,3,,firm recommended,Draft,Active,,,2024-08-05 04:07:13
V0515,2024,ED2024SG,F0216,PA0052,,3,firm recommended,draft,Researching,premium,Highly regarded team,2024-11-01 10:31:34
V0796,2024,ED2024IE,F0976,PA0163,,1,firm to watch,publish,Researching,sponsored,,2025-01-03 00:44:39
V0947,2024,ED2024CA,F0036,PA0004,,1,firm recommended,draft,Active,standard,,2024-10-28 17:58:46
V0880,2024,ED2024AU,F0239,PA0851,,1,firm recommended,publish,Archive,premium,Noted for complex transactions,2024-09-10 23:01:49
R0396,2025,ED2025CA,F0951,PA0236,3,,firm recommended,Draft,Active,,,2024-10-22 09:18:18
R0403,2024,ED2024UAE,F0132,PA0532,1,,firm recommended,Pending,Researching,,Leading practice in its field,2024-08-12 21:07:34
R0278,2025,ED2025HK,F0536,PA0331,3,,firm recommended,Draft,Active,,,2024-08-28 11:31:11
R0484,2024,ED2024AU,F0231,PA0189,3,,firm recommended,Draft,Active,,,2024-08-05 21:57:05
V0877,2024,ED2024ES,0,PA0604,,2,firm to watch,draft,Active,,Highly regarded team,2024-10-16 16:50:03
R0380,2025,ED2025NL,F0020,PA0839,3,,firm recommended,Draft,Active,,Highly regarded team,2024-09-27 05:51:11
R0448,2025,ED2025CA,F0079,PA0710,1,,firm to watch,Pending,Active,,,2025-01-02 11:33:52
V0920,2025,ED2025US,F0933,PA0516,,4,firm recommended,publish,Archive,,Noted for complex transactions,2024-08-12 15:28:26
R0370,2024,ED2024NL,F0103,PA0556,3,,firm recommended,Publish,Active,,,2024-11-19 13:16:00
R0205,2024,ED2024UK,F0027,PA0793,4,,firm recommended,Pending,Researching,,Noted for complex transactions,2024-12-11 10:04:35
R0344,2025,ED2025SG,F0328,PA0789,2,,firm recommended,Pending,Active,,,2024-11-06 12:54:33
V0651,2025,ED2025CA,F0301,PA0670,,3,firm recommended,pending,Active,premium,Leading practice in its field,2025-01-02 05:30:29
V0791,2024,ED2024SG,F0465,PA0490,,3,firm recommended,pending,Active,,,2024-09-15 19:36:22
V0740,2024,ED2024NL,F0690,PA0705,,2,firm recommended,publish,Archive,standard,,2024-09-26 13:54:42
R0275,2025,ED2025CA,F0726,PA0495,3,,firm to watch,Draft,Researching,,Highly regarded team,2024-08-21 09:32:23
V0817,2024,ED2024UAE,F0776,PA0490,,0,firm recommended,publish,Researching,premium,Leading practice in its field,2024-11-08 20:36:20
V0917,2025,ED2025JP,F0619,PA0623,,2,firm to watch,Publish,Active,standard,,2024-12-13 21:58:04
V0730,2025,ED2025UK,F0213,PA0247,,2,firm to watch,publish,Archive,,Noted for complex transactions,2024-11-29 00:30:47
V0601,2025,ED2025ES,F0150,PA0261,,3,firm recommended,publish,Active,,,2025-01-05 21:23:18
R0412,2025,ED2025ES,F0779,PA0135,2,,firm recommended,Pending,Archive,,,2024-11-21 12:03:11
V0990,2024,ED2024US,F0556,PA0308,,3,firm to watch,publish,Researching,premium,,2024-12-05 23:35:13
V0816,2025,ED2025IE,F0182,PA0468,,2,firm recommended,publish,Active,standard,,2024-12-14 03:57:45
R0339,2024,ED2024FR,F0690,PA0400,2,,firm recommended,Draft,Active,,Leading practice in its field,2024-12-01 14:27:46
V0889,2024,ED2024SE,F0524,PA0512,,3,firm recommended,publish,Active,premium,Noted for complex transactions,2024-11-25 11:44:40
R0276,2024,ED2024DE,F0166,PA0533,4,,firm recommended,Publish,Researching,,Highly regarded team,2024-08-23 01:42:55
V0692,2024,ED2024DE,F0890,PA0378,,2,firm recommended,publish,Researching,sponsored,,2024-10-26 02:26:55
V0578,2024,ED2024UAE,F0958,PA0519,,2,firm recommended,publish,Active,,Noted for complex transactions,2024-09-23 08:23:11
V0899,2024,ED2024SE,F0367,PA0678,,4,firm reccommended,draft,Researching,premium,,2025-01-07 08:57:54
R0400,2025,ED2025US,F0490,PA0262,3,,firm to watch,Draft,Researching,,Highly regarded team,2024-08-02 09:48:48
V0746,2024,ED2024IE,F0601,PA0110,,2,firm recommended,publish,Active,premium,Highly regarded team,2024-11-24 23:08:17
V0530,2025,ED2025CA,F0065,PA0019,,2,firm recommended,publish,Archive,premium,Leading practice in its field,2024-10-03 17:12:18
V0711,2024,ED2024FR,F0303,PA0472,,1,firm recommended,publish,Archive,premium,,2024-08-07 09:45:29
R0379,2025,ED2025NL,F0436,PA0577,2,,firm recommended,Draft,Active,,,2024-08-11 17:45:04
R0274,2025,ED2025UAE,F0893,PA0006,2,,firm recommended,Draft,Active,,,2024-11-14 22:37:40
V0737,2024,ED2024BE,F0192,PA0413,,4,firm recommended,publish,Active,sponsored,,2024-10-06 00:11:31
R0383,2025,ED2025FR,F0622,PA0601,2,,firm recommended,Pending,Active,,Leading practice in its field,2024-09-23 14:28:07
R0029,2024,ED2024FR,F0756,PA0647,3,,firm recommended,Pending,Researching,,,2024-12-03 20:28:27
R0416,2025,ED2025SE,F0346,PA0191,2,,firm to watch,Pending,Active,,,2024-12-28 21:49:01
V0512,2024,ED2024CA,F0158,PA0586,,4,firm recommended,publish,Researching,standard,Leading practice in its field,2024-08-02 20:57:00
V0542,2024,ED2024UK,F9231,PA0735,,3,firm recommended,publish,Active,standard,,2024-08-28 04:02:04
V0685,2024,ED2024AU,F0606,PA0575,,5,firm recommended,publish,Archive,sponsored,,2024-09-02 16:42:24
V0869,2024,ED2024CA,F0993,PA0049,,4,firm recommended,publish,Researching,sponsored,,2024-11-04 13:02:26
V0912,2024,ED2024AU,F0049,PA0301,,5,firm to watch,pending,Researching,sponsored,Noted for complex transactions,2024-12-31 12:46:30
V0981,2024,ED2024SE,F0103,PA0086,,5,firm recommended,publish,Researching,,,2024-08-19 09:35:20
V0724,2024,ED2024UK,F0362,PA0321,,2,firm recommended,publish,Active,sponsored,Noted for complex transactions,2024-12-25 03:02:27
R0081,2024,ED2024UAE,F0516,PA0165,0,,firm to watch,Pending,Researching,,Noted for complex transactions,2024-11-16 14:33:13
R0080,2025,ED2025HK,F0482,PA0422,3,,firm recommended,Publish,Active,,,2024-09-25 16:26:26
R0247,2024,ED2024CA,0,PA0585,2,,firm recommended,Draft,Active,,,2025-01-09 08:55:00
V0707,2025,ED2025US,F0811,PA0613,,3,firm recommended,publish,Active,premium,,2024-08-09 13:50:58
V0829,2025,ED2025JP,F0640,PA0095,,1,firm recommended,publish,Active,standard,,2024-11-09 21:28:03
R0036,2025,ED2025ES,F0820,PA0699,3,,firm recommended,Pending,Archive,,Highly regarded team,2024-11-06 10:49:49
V0835,2024,ED2024SE,F0759,PA0422,,5,firm to watch,publish,Researching,,,2025-01-03 05:29:16
R0208,2024,ED2024SG,F0822,PA0016,4,,firm recommended,Publish,Active,,,2024-08-15 21:02:10
R0267,2024,ED2024UK,F0761,PA0851,3,,firm to watch,Pending,Researching,,,2024-12-21 21:25:06
R0252,2025,ED2025DE,F0834,PA0192,4,,firm recommended,Publish,Archive,,,2024-12-02 06:15:19
V1000,2025,ED2025US,F0403,PA0455,,1,firm recommended,draft,Active,standard,Highly regarded team,2024-09-24 16:18:14
R0242,2025,ED2025HK,F0968,PA0792,1,,firm recommended,Pending,Active,,Noted for complex transactions,2024-08-10 09:02:17
V0545,2024,ED2024FR,,PA0661,,3,firm recommended,publish,Active,premium,,2024-11-01 22:52:19
R0374,2025,ED2025SE,F0508,PA0168,1,,firm reccommended,Draft,Active,,Noted for complex transactions,2024-08-19 08:43:07
R0059,2024,ED2024BE,F0837,PA0453,1,,firm recommended,Draft,Active,,Highly regarded team,2024-08-31 05:20:30
V0683,2025,ED2025AU,F0103,PA0414,,4,firm recommended,publish,Active,,,2024-08-19 01:15:35
R0375,2024,ED2024BE,F0199,PA0798,1,,firm recommended,Draft,Active,,Noted for complex transactions,2024-11-06 10:27:45
V0911,2024,ED2024UAE,F0389,PA0498,,0,firm recommended,publish,Active,sponsored,Noted for complex transactions,2025-01-04 16:51:45
R0192,2024,ED2024IE,F0108,PA0179,3,,firm recommended,Publish,Researching,,,2024-08-13 11:59:07
R0472,2025,ED2025US,F0973,PA0191,5,,firm recommended,Publish,Active,,Noted for complex transactions,2024-12-17 15:38:32
R0289,2024,ED2024HK,F0861,PA0448,3,,firm recommended,Publish,Active,,Highly regarded team,2024-12-12 02:02:40
V0738,2024,ED2024BE,F0685,PA0087,,2,firm recommended,publish,Archive,sponsored,Noted for complex transactions,2024-09-26 10:17:51
V0984,2024,ED2024JP,F0187,PA0449,,5,firm recommended,publish,Researching,sponsored,,2024-08-12 13:23:17
V0909,2025,ED2025FR,F0911,PA0712,,1,firm recommended,publish,Researching,,,2024-08-16 06:19:55
V0938,2025,ED2025UK,F0323,PA0493,,3,firm recommended,publish,Active,,,2024-08-21 07:43:24
V0825,2025,ED2025AU,F0872,PA0533,,3,firm recommended,publish,Researching,,,2024-08-28 23:25:33
R0347,2024,ED2024SG,F0652,PA0030,3,,firm recommended,Pending,Researching,,,2024-11-25 10:11:24
V0574,2025,ED2025UK,F0328,PA0360,,1,firm recommended,publish,Active,,Noted for complex transactions,2024-12-25 04:51:07
R0206,2024,ED2024NL,F0397,PA0785,2,,firm recommended,Publish,Active,,,2024-11-15 17:03:53
R0226,2024,ED2024CA,F0080,PA0520,2,,firm recommended,Draft,Active,,Highly regarded team,2024-09-09 14:54:15
R0270,2024,ED2024ES,F0392,PA0018,5,,firm recommended,Pending,Researching,,Highly regarded team,2024-12-27 02:26:29
R0390,2024,ED2024CA,F0753,PA0078,3,,firm to watch,Publish,Researching,,,2024-11-12 06:11:33
V0700,2024,ED2024BE,F0643,PA0509,,5,firm recommended,draft,Researching,standard,Highly regarded team,2024-10-03 13:41:09
V0585,2024,ED2024DE,F0457,PA0676,,5,firm recommended,publish,Researching,sponsored,,2024-11-01 19:04:51
V0616,2024,ED2024US,F0095,PA0631,,3,firm recommended,pending,Active,standard,Leading practice in its field,2024-11-10 23:51:37
V0674,2024,ED2024IE,F1000,PA0763,,1,firm recommended,draft,Active,,Leading practice in its field,2024-11-17 05:56:29
R0087,2025,ED2025US,F0009,PA0366,4,,firm to watch,Draft,Researching,,,2024-10-01 01:32:52
